1.162,1.162
1.2707,1.2707
0.6521,1.2707
1.2288,1.2707
0.83707,1.2707
0.9929,1.2707
1.0641,1.2707
1.0179,1.2707
1.2761,1.2761
0.57318,1.2761
1.157,1.2761
1.3268,1.3268
0.57308,1.3268
1.3539,1.3539
1.3185,1.3539
0.71527,1.3539
3.073,1.4276
0.9089,1.4276
1.1654,1.4276
1.343,1.4276
0.52623,1.4276
1.377,1.4276
0.57932,1.4276
1.2915,1.4276
1.2827,1.4276
0.57947,1.4276
1.4349,1.4349
1.2018,1.4349
0.70401,1.4349
1.2228,1.4349
1.4201,1.4349
0.66615,1.4349
1.9728,1.9728
0.60645,1.9728
0.67536,1.9728
1.2328,1.9728
1.084,1.9728
1.868,1.9728
1.3508,1.9728
0.77947,1.9728
1.9745,1.9745
3.7043,2.9716
0.81288,2.9716
1.2718,2.9716
1.2348,2.9716
1.0295,2.9716
1.4376,2.9716
0.79793,2.9716
1.2804,2.9716
1.7818,2.9716
3.9348,2.9716
1.6702,2.9716
1.4538,2.9716
1.5916,2.9716
1.5587,2.9716
2.8566,2.9716
0.89841,2.9716
2.3705,2.9716
0.73691,2.9716
0.77128,2.9716
2.1107,2.9716
2.9912,2.9912
0.66459,2.9912
0.43532,2.9912
0.34864,2.9912
0.62942,2.9912
0.514,2.9912
0.58552,2.9912
3.8796,3.3839
0.70218,3.3839
2.9555,3.3839
3.3787,3.3839
6.3582,3.3839
1.6213,3.3839
0.66265,3.3839
0.66548,3.3839
0.55568,3.3839
0.68982,3.3839
3.3839,3.3839
4.6636,3.3839
0.61975,2.6231
0.44291,2.6231
0.74291,2.6231
0.51534,2.6231
0.69445,2.6231
2.6231,2.6231
0.57427,0.6786
0.55883,0.6786
0.62702,0.6786
0.46078,0.6786
0.6786,0.6786
0.3853,0.67095
0.62347,0.67095
0.62868,0.67095
0.5798,0.67095
0.65618,0.67095
0.59971,0.67095
0.58339,0.67095
0.67095,0.67095
0.58097,0.67095
0.60287,0.67095
0.64961,0.67095
0.58256,0.67095
0.60593,0.67095
0.64915,0.67095
0.58033,0.67095
0.59216,0.67095
0.73788,0.67095
0.58209,0.67095
0.58161,0.67095
0.66811,0.67095
0.58595,0.67095
0.57913,0.67095
0.6254,0.67095
0.62289,0.67095
0.57412,0.67095
0.57256,0.67095
0.66358,0.67095
0.57394,0.67095
0.57916,0.67095
0.60817,0.67095
0.63183,0.67095
0.57228,0.67095
0.57067,0.67095
0.67444,0.67444
3.9532,2.8645
2.7508,2.8645
2.0204,2.8645
1.4808,2.8645
2.8645,2.8645
3.4356,2.8645
2.2989,2.2989
1.9327,1.9327
1.9053,1.9053
1.4662,1.623
0.69651,1.623
0.42082,1.623
0.67953,1.623
0.51805,1.623
0.66702,1.623
0.46817,1.623
0.61171,1.623
0.46873,1.623
0.67073,1.623
0.62574,1.623
1.623,1.623
1.3227,1.623
0.53574,1.623
0.66351,1.623
0.6241,1.623
0.60065,1.623
0.46835,1.623
0.69932,1.623
0.31489,1.623
0.60274,1.623
0.45938,1.623
0.53766,1.623
0.43497,1.623
0.41015,1.623
2.1447,2.1447
0.51003,2.1447
0.44135,2.1447
0.4739,2.1447
0.64213,2.1447
0.39839,2.1447
0.45021,2.1447
2.8828,2.6129
0.73569,2.6129
2.525,2.6129
2.6129,2.6129
1.1744,2.6129
0.55591,2.6129
0.80148,2.6129
0.67633,2.6129
0.90514,2.6129
0.82219,2.6129
1.3384,2.6129
5.3564,4.2371
4.4063,4.2371
0.84873,4.2371
0.73313,4.2371
4.2371,4.2371
1.9578,3.7012
3.7012,3.7012
3.5311,3.5311
0.44107,2.4545
0.60757,2.4545
0.65463,2.4545
0.61925,2.4545
0.5518,2.4545
0.55086,2.4545
0.64958,2.4545
0.66019,2.4545
0.55031,2.4545
0.55099,2.4545
0.55399,2.4545
0.65872,2.4545
0.63391,2.4545
0.56377,2.4545
0.5498,2.4545
0.55026,2.4545
0.60089,2.4545
0.653,2.4545
0.59793,2.4545
2.4751,2.4545
0.55282,2.4545
0.54948,2.4545
0.55967,2.4545
0.65736,2.4545
0.62746,2.4545
0.5597,2.4545
0.69209,2.4545
2.3652,2.4545
2.3833,2.4545
2.3835,2.4545
2.4841,2.4841
2.6414,2.4841
2.4054,2.4841
2.3945,2.4841
1.5987,2.4841
1.3092,2.4841
2.4318,2.4841
2.3823,2.4841
1.4741,2.4841
1.4009,2.4841
2.4609,2.4841
3.2813,2.4841
0.71064,2.4841
0.62236,2.4841
0.62261,2.4841
1.2375,2.4841
0.71787,2.4841
0.61301,2.4841
0.60731,2.4841
0.60796,2.4841
0.61087,2.4841
0.68822,2.4841
0.6651,2.4841
0.61227,2.4841
0.61143,2.4841
0.60911,2.4841
0.67684,2.4841
0.67724,2.4841
2.6009,2.5753
2.1089,2.5753
0.70066,2.5753
0.34221,2.5753
0.81326,2.5753
0.70947,2.5753
0.64265,2.5753
0.63246,2.5753
0.59963,2.5753
2.5338,2.5753
5.0008,3.6298
0.73023,3.6298
3.1505,3.6298
2.7697,3.6298
0.55462,3.6298
3.6298,3.6298
0.40217,3.6298
3.7774,3.6298
0.76818,2.9324
2.5395,2.9324
2.9324,2.9324
1.6145,2.5122
0.403,2.5122
0.41998,2.5122
0.63478,2.5122
0.67476,2.5122
0.52806,2.5122
0.46956,2.5122
0.71839,2.5122
0.46536,2.5122
0.80012,2.5122
0.56399,2.5122
0.68053,2.5122
0.53566,2.5122
0.72106,2.5122
0.72069,2.5122
0.80058,2.5122
2.3377,2.5122
3.5852,2.5122
2.5122,2.5122
1.9906,1.9906
0.3614,0.68772
0.5782,0.68772
0.61753,0.68772
0.68247,0.68772
0.65309,0.68772
0.57604,0.68772
0.57525,0.68772
0.57404,0.68772
0.5751,0.68772
0.64611,0.68772
0.68772,0.68772
0.61303,0.68772
0.5805,0.68772
0.58233,0.68772
0.58092,0.68772
0.58046,0.68772
0.63938,0.68772
0.68319,0.68772
